# dataset=strongs/glosses; lang=por; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H0536	אֻמְלַל	fraco	lexicon	ubs-dict
H0537	אֲמֵלָל	fraco	lexicon	ubs-dict
H0538	אֲמָם	Amã	lexicon	ubs-dict
H0539	אָמַן	firme	lexicon	ubs-dict
H0542	אָמָן	artista	lexicon	ubs-dict
H0543	אָמֵן	Amém	lexicon	ubs-dict
H0544	אֹמֶן	fidelidade	lexicon	ubs-dict
H0545	אׇמְנָה	tutela	lexicon	ubs-dict
H0547	אֹמְנָה	moldura superior (da porta)	lexicon	ubs-dict
H0548	אֲמָנָה	acordo	lexicon	ubs-dict
H0550	אַמְנוֹן	Amnom	lexicon	ubs-dict
H0551	אׇמְנָם	realmente	lexicon	ubs-dict
H0552	אֻמְנָם	realmente? verdade?	lexicon	ubs-dict
H0553	אָמַץ	ser forte	lexicon	ubs-dict
H0554	אָמֹץ	manchado	lexicon	ubs-dict
H0555	אֹמֶץ	força	lexicon	ubs-dict
H0556	אַמְצָה	força	lexicon	ubs-dict
H0557	אַמְצִי	Anzi	lexicon	ubs-dict
H0558	אֲמַצְיָה	Amazias	lexicon	ubs-dict
H0559	אָמַר	dizer	lexicon	ubs-dict
H0561	אֵמֶר	palavra	lexicon	ubs-dict
H0562	אֹמֶר	palavra	lexicon	ubs-dict
H0563	אִמַּר	cordeiro	lexicon	ubs-dict
H0564	אִמֵּר	Imer	lexicon	ubs-dict
H0565	אִמְרָה	palavras	lexicon	ubs-dict
H0566	אִמְרִי	Inri	lexicon	ubs-dict
H0567	אֱמֹרִי	amorreu	lexicon	ubs-dict
H0568	אֲמַרְיָה	Amarias	lexicon	ubs-dict
H0569	אַמְרָפֶל	Anrafel	lexicon	ubs-dict
H0570	אֶמֶשׁ	entardecer	lexicon	ubs-dict
H0571	אֶמֶת	verdade	lexicon	ubs-dict
H0572	אַמְתַּחַת	saco	lexicon	ubs-dict
H0573	אֲמִתַּי	Amitai	lexicon	ubs-dict
H0575	אָן	onde?	lexicon	ubs-dict
H0577	אָנָּא	eu imploro	lexicon	ubs-dict
H0578	אָנָה	lamentar	lexicon	ubs-dict
H0580	אֲנוּ	nós	lexicon	ubs-dict
H0582		ser humano	lexicon	ubs-dict
H0584	אָנַח	gemer	lexicon	ubs-dict
H0585	אֲנָחָה	gemido	lexicon	ubs-dict
H0588	אֲנָחֲרָת	Anacarate	lexicon	ubs-dict
H0589	אֲנִי	eu	lexicon	ubs-dict
H0590	אֳנִי	frota de navios	lexicon	ubs-dict
H0591	אֳנִיָּה	navio	lexicon	ubs-dict
H0592	אֲנִיָּה	lamentação	lexicon	ubs-dict
H0593	אֲנִיעָם	Anião	lexicon	ubs-dict
H0594	אֲנָךְ	prumo	lexicon	ubs-dict
H0596	אָנַן	queixar-se	lexicon	ubs-dict
H0597	אָנַס	constranger	lexicon	ubs-dict
H0599	אָנַף	irar-se	lexicon	ubs-dict
H0601	אֲנָפָה	garça	lexicon	ubs-dict
H0602	אָנַק	gemer	lexicon	ubs-dict
H0603	אֲנָקָה	gemido	lexicon	ubs-dict
H0605	אָנַשׁ	adoecer gravemente	lexicon	ubs-dict
H0605	אָנַשׁ	incurável (ferida, dor)	lexicon	ubs-dict
H0606	אֱנָשׁ	humano	lexicon	ubs-dict
H0607	אַנְתָּה	tu	lexicon	ubs-dict
H0609	אָסָא	Asa	lexicon	ubs-dict
H0610	אָסוּךְ	botija	lexicon	ubs-dict
H0611	אָסוֹן	desastre	lexicon	ubs-dict
H0612	אֵסוּר	cordas	lexicon	ubs-dict
H0613	אֱסוּר	correntes	lexicon	ubs-dict
H0614	אָסִיף	colheita	lexicon	ubs-dict
H0615	אָסִיר	preso	lexicon	ubs-dict
H0616	אַסִּיר	preso	lexicon	ubs-dict
H0618	אָסָם	silo	lexicon	ubs-dict
H0619	אַסְנָה	Asná	lexicon	ubs-dict
H0621	אָסְנַת	Asenate	lexicon	ubs-dict
H0622	אָסַף	juntar-se	lexicon	ubs-dict
H0623	אָסָף	Asafe	lexicon	ubs-dict
H0624	אָסֻף	depósito	lexicon	ubs-dict
H0625	אֹסֶף	colheita	lexicon	ubs-dict
H0626	אֲסֵפָה	ajuntamento	lexicon	ubs-dict
H0627	אֲסֻפָּה	coleção	lexicon	ubs-dict
H0628	אֲסְפְּסֻף	populacho	lexicon	ubs-dict
H0630	אַסְפָּתָא	Aspata	lexicon	ubs-dict
H0631	אָסַר	amarrar	lexicon	ubs-dict
H0632	אֱסָר	voto (de abstinência)	lexicon	ubs-dict
H0634	אֵסַר־חַדּוֹן	Esar-Hadom	lexicon	ubs-dict
H0635	אֶסְתֵּר	Ester	lexicon	ubs-dict
H0637	אַף	narinas	lexicon	ubs-dict
H0640	אָפַד	cingir	lexicon	ubs-dict
H0641	אֵפֹד	éfode	lexicon	ubs-dict
H0642	אֵפֻדָּה	cinturão	lexicon	ubs-dict
H0643	אַפֶּדֶן	tenda real	lexicon	ubs-dict
H0644	אָפָה	assar	lexicon	ubs-dict
H0645	אֵפוֹ	então	lexicon	ubs-dict
H0647	אֲפִיחַ	Afias	lexicon	ubs-dict
H0648	אָפִיל	do tarde	lexicon	ubs-dict
H0649	אַפַּיִם	Apaim	lexicon	ubs-dict
H0650	אָפִיק	wadi	lexicon	ubs-dict
H0651	אָפֵל	trevas	lexicon	ubs-dict
H0652	אֹפֶל	escuridão	lexicon	ubs-dict
H0653	אֲפֵלָה	escuridão	lexicon	ubs-dict
H0654	אֶפְלָל	Eflal	lexicon	ubs-dict
H0655	אֹפֶן	na hora certa	lexicon	ubs-dict
H0656	אָפֵס	acabar	lexicon	ubs-dict
H0657	אֶפֶס	não há	lexicon	ubs-dict
H0657	אֶפֶס	tornozelo	lexicon	ubs-dict
H0658	אֶפֶס דַּמִּים	Efes-Damim	lexicon	ubs-dict
H0659	אֵפַע	inútil	lexicon	ubs-dict
H0660	אֶפְעֶה	víbora	lexicon	ubs-dict
H0661	אָפַף	cercar completamente	lexicon	ubs-dict
H0662	אָפַק	conter-se	lexicon	ubs-dict
H0663	אֲפֵק	Afeque	lexicon	ubs-dict
H0663	אֲפֵק	Afique	lexicon	ubs-dict
H0664	אֲפֵקָה	Afeca	lexicon	ubs-dict
H0665	אֵפֶר	cinzas	lexicon	ubs-dict
H0666	אֲפֵר	pano	lexicon	ubs-dict
H0667	אֶפְרֹחַ	filhote	lexicon	ubs-dict
H0668	אַפִּרְיוֹן	liteira	lexicon	ubs-dict
H0669	אֶפְרַיִם	Efraim	lexicon	ubs-dict
H0672	אֶפְרָת	Efrat	lexicon	ubs-dict
H0672	אֶפְרָת	Efrata	lexicon	ubs-dict
H0673	אֶפְרָתִי	efrateu	lexicon	ubs-dict
H0675	אֶצְבּוֹן	Esbom	lexicon	ubs-dict
H0676	אֶצְבַּע	dedo	lexicon	ubs-dict
H0678	אָצִיל	parte mais distante	lexicon	ubs-dict
H0679	אַצִּיל	axilas	lexicon	ubs-dict
H0680	אָצַל	reservar	lexicon	ubs-dict
H0681	אֵצֶל	ao lado	lexicon	ubs-dict
H0682	אָצֵל	Azel	lexicon	ubs-dict
H0683	אֲצַלְיָהוּ	Azalias	lexicon	ubs-dict
H0684	אֹצֶם	Ozém	lexicon	ubs-dict
H0685	אֶצְעָדָה	bracelete	lexicon	ubs-dict
H0686	אָצַר	entesourar	lexicon	ubs-dict
H0687	אֶצֶר	Eser	lexicon	ubs-dict
H0688	אֶקְדָּח	pedra cintilante	lexicon	ubs-dict
H0689	אַקּוֹ	cabra montesa	lexicon	ubs-dict
H0690	אֲרָא	Ara	lexicon	ubs-dict
H0691	אֶרְאֵל	guerreiros poderosos	lexicon	ubs-dict
H0692	אַרְאֵלִי	Areli	lexicon	ubs-dict
H0693	אָרַב	espreitar	lexicon	ubs-dict
H0694	אֲרָב	Arabe	lexicon	ubs-dict
H0695	אֶרֶב	esconderijo	lexicon	ubs-dict
H0696	אֹרֶב	cilada	lexicon	ubs-dict
H0697	אַרְבֶּה	gafanhoto	lexicon	ubs-dict
H0698	אׇרֳבָה	movimento intenso dos braços (das mãos)	lexicon	ubs-dict
H0699	אֲרֻבָּה	abertura, janela, buraco	lexicon	ubs-dict
H0700	אֲרֻבּוֹת	Arubote	lexicon	ubs-dict
H0701	אַרְבִּי	arbita	lexicon	ubs-dict
H0702	אַרְבַּע	quatro	lexicon	ubs-dict
H0707	אָרַג	tecer	lexicon	ubs-dict
H0708	אֶרֶג	lançadeira (de tear)	lexicon	ubs-dict
H0709	אַרְגֹּב	Argobe	lexicon	ubs-dict
H0710	אַרְגְּוָן	tecido de cor púrpura	lexicon	ubs-dict
H0712	אַרְגָּז	caixa	lexicon	ubs-dict
H0714	אַרְדְּ	Arde	lexicon	ubs-dict
H0715	אַרְדּוֹן	Ardom	lexicon	ubs-dict
H0716	אַרְדִּי	ardita	lexicon	ubs-dict
H0717	אָרָה	colher, apanhar	lexicon	ubs-dict
H0719	אַרְוַד	Arvade	lexicon	ubs-dict
H0720	אֲרוֹד	Arode	lexicon	ubs-dict
H0721	אַרְוָדִי	arvadita	lexicon	ubs-dict
H0722	אֲרוֹדִי	Arodi	lexicon	ubs-dict
H0723	אֻרְוָה	estábulo	lexicon	ubs-dict
H0724	אֲרוּכָה	reforma	lexicon	ubs-dict
H0725	אֲרוּמָה	Arumá	lexicon	ubs-dict
H0727	אָרוֹן	caixa	lexicon	ubs-dict
H0728	אֲרַוְנָה	Araúna	lexicon	ubs-dict
H0729	אָרַז	bem trançado	lexicon	ubs-dict
H0730	אֶרֶז	cedro	lexicon	ubs-dict
H0731	אַרְזָה	madeiramento de cedro	lexicon	ubs-dict
H0732	אָרַח	viajar	lexicon	ubs-dict
H0733	אָרַח	Ará	lexicon	ubs-dict
H0734	אֹרַח	caminho	lexicon	ubs-dict
H0736	אֹרְחָה	caravana	lexicon	ubs-dict
H0737	אֲרֻחָה	porção	lexicon	ubs-dict
H0738	אֲרִי	leão	lexicon	ubs-dict
H0739	אֲרִיאֵל	grande guerreiro	lexicon	ubs-dict
H0742	אֲרִידַי	Aridai	lexicon	ubs-dict
H0743	אֲרִידָתָא	Aridata	lexicon	ubs-dict
H0746	אֲרְיוֹךְ	Arioque	lexicon	ubs-dict
H0747	אֲרִיסַי	Arisai	lexicon	ubs-dict
H0748	אָרַךְ	ser longo	lexicon	ubs-dict
H0750	אָרֵךְ	longo	lexicon	ubs-dict
H0751	אֶרֶךְ	Ereque	lexicon	ubs-dict
H0752	אָרֹךְ	longo	lexicon	ubs-dict
H0753	אֹרֶךְ	comprimento	lexicon	ubs-dict
H0757	אַרְכִּי	arquita	lexicon	ubs-dict
H0758	אֲרָם	Maacá, na Síria	lexicon	ubs-dict
H0759	אַרְמוֹן	castelo	lexicon	ubs-dict
H0760	אֲרַם צוֹבָה	Arã-Zoba	lexicon	ubs-dict
H0761	אֲרַמִּי	arameu	lexicon	ubs-dict
H0762	אֲרָמִית	aramaico	lexicon	ubs-dict
H0763	אֲרַם נַהֲרַיִם	Arã Naaraim	lexicon	ubs-dict
H0764	אַרְמֹנִי	Armoni	lexicon	ubs-dict
H0765	אֲרָן	Arã	lexicon	ubs-dict
H0766	אֹרֶן	pinheiro	lexicon	ubs-dict
H0768	אַרְנֶבֶת	lebre	lexicon	ubs-dict
H0769	אַרְנוֹן	Arnom	lexicon	ubs-dict
H0770	אַרְנָן	Arnã	lexicon	ubs-dict
H0771	אׇרְנָן	Ornã	lexicon	ubs-dict
H0774	אַרְפָּד	Arpade	lexicon	ubs-dict
H0775	אַרְפַּכְשַׁד	Arfaxade	lexicon	ubs-dict
H0776	אֶרֶץ	terra	lexicon	ubs-dict
H0777	אַרְצָא	Arsa	lexicon	ubs-dict
H0779	אָרַר	amaldiçoar	lexicon	ubs-dict
H0780	אֲרָרַט	Ararate	lexicon	ubs-dict
H0781	אָרַשׂ	desposar	lexicon	ubs-dict
H0782	אֲרֶשֶׁת	pedido	lexicon	ubs-dict
H0783	אַרְתַּחְשַׁשְׁתָּא	Artaxerxes	lexicon	ubs-dict
H0784	אֵשׁ	fogo	lexicon	ubs-dict
H0786	אִשׁ	há	lexicon	ubs-dict
H0788	אַשְׁבֵּל	Asbel	lexicon	ubs-dict
H0789	אַשְׁבֵּלִי	asbelita	lexicon	ubs-dict
H0790	אֶשְׁבָּן	Esbã	lexicon	ubs-dict
H0792	אֶשְׁבַּעַל	Esbaal	lexicon	ubs-dict
H0793	אֶשֶׁד	encosta	lexicon	ubs-dict
H0795	אַשְׁדּוֹד	Asdode	lexicon	ubs-dict
H0796	אַשְׁדּוֹדִי	asdodita	lexicon	ubs-dict
H0797	אַשְׁדּוֹדִית	asdodita	lexicon	ubs-dict
H0801	אִשָּׁה	oferta queimada	lexicon	ubs-dict
H0802	אִשָּׁה	mulher	lexicon	ubs-dict
H0803	אֲשׁוּיָה	muralha	lexicon	ubs-dict
H0804	אַשּׁוּר	Assur	lexicon	ubs-dict
H0805	אֲשׁוּרִי	Assurim	lexicon	ubs-dict
H0805	אֲשׁוּרִי	assuritas	lexicon	ubs-dict
H0806	אַשְׁחוּר	Azur	lexicon	ubs-dict
H0807	אַשִׁימָא	Asima	lexicon	ubs-dict
H0808	אָשִׁישׁ	bolo de passas	lexicon	ubs-dict
H0810	אֶשֶׁךְ	testículo	lexicon	ubs-dict
H0811	אֶשְׁכּוֹל	cacho	lexicon	ubs-dict
H0813	אַשְׁכְּנַז	Asquenaz	lexicon	ubs-dict
H0814	אֶשְׁכָּר	presente	lexicon	ubs-dict
H0815	אֵשֶׁל	tamargueira	lexicon	ubs-dict
H0816	אָשַׁם	ser culpado	lexicon	ubs-dict
H0817	אָשָׁם	culpa	lexicon	ubs-dict
H0818	אָשֵׁם	culpado	lexicon	ubs-dict
H0819	אַשְׁמָה	culpa	lexicon	ubs-dict
H0820	אַשְׁמָן	forte	lexicon	ubs-dict
H0821	אַשְׁמֻרָה	vigília (noturna)	lexicon	ubs-dict
H0822	אֶשְׁנָב	grades (da janela)	lexicon	ubs-dict
H0823	אַשְׁנָה	Asná	lexicon	ubs-dict
H0824	אֶשְׁעָן	Esã	lexicon	ubs-dict
H0825	אַשָּׁף	feiticeiro	lexicon	ubs-dict
H0827	אַשְׁפָּה	aljava (para flechas)	lexicon	ubs-dict
H0828	אַשְׁפְּנַז	Aspenaz	lexicon	ubs-dict
H0829	אֶשְׁפָּר	bolo de tâmaras	lexicon	ubs-dict
H0830	אַשְׁפֹּת	lixão	lexicon	ubs-dict
H0831	אַשְׁקְלוֹן	Ascalom	lexicon	ubs-dict
H0832	אֶשְׁקְלוֹנִי	asquelonita	lexicon	ubs-dict
H0833	אָשַׁר	andar > comportar-se como	lexicon	ubs-dict
H0834	אֲשֶׁר	que	lexicon	ubs-dict
H0835	אֶשֶׁר	feliz	lexicon	ubs-dict
H0836	אָשֵׁר	Aser	lexicon	ubs-dict
H0837	אֹשֶׁר	felicidade	lexicon	ubs-dict
H0838	אָשֻׁר	passos	lexicon	ubs-dict
H0840	אֲשַׂרְאֵל	Asareel	lexicon	ubs-dict
H0841	אֲשַׂרְאֵלָה	Asarela	lexicon	ubs-dict
H0842	אֲשֵׁרָה	Aserá	lexicon	ubs-dict
H0843	אָשֵׁרִי	aserita	lexicon	ubs-dict
H0844	אַשְׂרִיאֵל	Asriel	lexicon	ubs-dict
H0845	אַשְׂרִאֵלִי	asrielita	lexicon	ubs-dict
H0847	אֶשְׁתָּאֹל	Estaol	lexicon	ubs-dict
H0848	אֶשְׁתָּאֻלִי	estaolita	lexicon	ubs-dict
H0850	אֶשְׁתּוֹן	Estom	lexicon	ubs-dict
H0851	אֶשְׁתְּמֹעַ	Estemo	lexicon	ubs-dict
H0851	אֶשְׁתְּמֹעַ	Estemoa	lexicon	ubs-dict
H0853	אֵת	enxada	lexicon	ubs-dict
H0856	אֶתְבַּעַל	Etbaal	lexicon	ubs-dict
H0857	אָתָה	vir	lexicon	ubs-dict
H0859	אַתָּה	tu	lexicon	ubs-dict
H0859	אַתָּה	vocês	lexicon	ubs-dict
H0859	אַתָּה	vós	lexicon	ubs-dict
H0860	אָתוֹן	jumenta	lexicon	ubs-dict
H0862	אַתּוּק	galeria	lexicon	ubs-dict
H0863	אִתַּי	Itai	lexicon	ubs-dict
H0864	אֵתָם	Etã	lexicon	ubs-dict
H0865	אֶתְמוֹל	ontem	lexicon	ubs-dict
H0866	אֶתְנָה	presente	lexicon	ubs-dict
H0867	אֶתְנִי	Etni	lexicon	ubs-dict
H0868	אֶתְנַן	presente	lexicon	ubs-dict
H0871	אֲתָרִים	Atarim	lexicon	ubs-dict
H0872	בְּאָה	entrada	lexicon	ubs-dict
H0874	בָּאַר	escrever (de modo bem legível)	lexicon	ubs-dict
H0875	בְּאֵר	poço	lexicon	ubs-dict
H0877	בֹּאר	Borasã	lexicon	ubs-dict
H0878	בְּאֵרָא	Beerá	lexicon	ubs-dict
H0879	בְּאֵר אֵלִים	Beer-Elim	lexicon	ubs-dict
H0880	בְּאֵרָה	Beerá	lexicon	ubs-dict
H0881	בְּאֵרוֹת	Beerote	lexicon	ubs-dict
H0882	בְּאֵרִי	Beeri	lexicon	ubs-dict
H0883	בְּאֵר לַחַי רֹאִי	Beer-Laai-Roi	lexicon	ubs-dict
H0884	בְּאֵר שֶׁבַע	Berseba	lexicon	ubs-dict
H0885	בְּאֵרֹת בְּנֵי־יַעֲקַן	Beerote-Benê-Jaacã	lexicon	ubs-dict
H0886	בְּאֵרֹתִי	beerotita	lexicon	ubs-dict
H0887	בָּאַשׁ	cheirar mal	lexicon	ubs-dict
H0889	בְּאֹשׁ	apodrecer	lexicon	ubs-dict
H0890	בׇּאְשָׁה	frutos ruins	lexicon	ubs-dict
H0891	בְּאֻשִׁים	frutos ruins	lexicon	ubs-dict
H0892	בָּבָה	pupila	lexicon	ubs-dict
H0893	בֵּבַי	Bebai	lexicon	ubs-dict
H0894	בָּבֶל	Babel	lexicon	ubs-dict
H0897	בַּג	despojo	lexicon	ubs-dict
H0898	בָּגַד	agir sem fidelidade	lexicon	ubs-dict
H0899	בֶּגֶד	pano	lexicon	ubs-dict
H0900	בֹּגְדוֹת	traição	lexicon	ubs-dict
H0901	בָּגוֹד	traiçoeiro	lexicon	ubs-dict
H0902	בִּגְוַי	Bigvai	lexicon	ubs-dict
H0903	בִּגְתָא	Bigtá	lexicon	ubs-dict
H0904	בִּגְתָן	Bigtã	lexicon	ubs-dict
H0905	בַּד	linho	lexicon	ubs-dict
H0908	בָּדָא	escolher	lexicon	ubs-dict
H0909	בָּדַד	estar sozinho	lexicon	ubs-dict
H0910	בָּדָד	sozinho	lexicon	ubs-dict
H0911	בְּדַד	Bedade	lexicon	ubs-dict
H0912	בֵּדְיָה	Bedias	lexicon	ubs-dict
H0913	בְּדִיל	estanho	lexicon	ubs-dict
H0913	בְּדִיל	impurezas	lexicon	ubs-dict
H0914	בָּדַל	separar	lexicon	ubs-dict
H0915	בָּדָל	pedaço	lexicon	ubs-dict
H0916	בְּדֹלַח	bdélio	lexicon	ubs-dict
H0917	בְּדָן	Bedã (Baraque)	lexicon	ubs-dict
H0918	בָּדַק	consertar	lexicon	ubs-dict
H0919	בֶּדֶק	quebra	lexicon	ubs-dict
H0920	בִּדְקַר	Bidcar	lexicon	ubs-dict
H0922	בֹּהוּ	vazio	lexicon	ubs-dict
H0923	בַּהַט	pórfiro (?)	lexicon	ubs-dict
H0925	בָּהִיר	brilhante	lexicon	ubs-dict
H0926	בָּהַל	ser rápido	lexicon	ubs-dict
H0928	בֶּהָלָה	angústia	lexicon	ubs-dict
H0929	בְּהֵמָה	animais terrestres	lexicon	ubs-dict
H0930	בְּהֵמוֹת	Beemote	lexicon	ubs-dict
H0931	בֹּהֶן	dedão	lexicon	ubs-dict
H0933	בֹּהַק	eczema	lexicon	ubs-dict
H0934	בֹּהֶרֶת	mancha	lexicon	ubs-dict
H0935	בּוֹא	[Glosses - pt]	lexicon	ubs-dict
H0936	בּוּז	desprezar	lexicon	ubs-dict
H0937	בּוּז	desprezo	lexicon	ubs-dict
H0939	בּוּזָה	desprezo	lexicon	ubs-dict
H0940	בּוּזִי	buzita	lexicon	ubs-dict
H0942	בַּוַּי	Bavai	lexicon	ubs-dict
H0943	בּוּךְ	ficar confuso	lexicon	ubs-dict
H0944	בּוּל	produto de	lexicon	ubs-dict
H0946	בּוּנָה	Buna	lexicon	ubs-dict
H0947	בּוּס	espernear	lexicon	ubs-dict
H0948	בּוּץ	linho fino	lexicon	ubs-dict
H0949	בּוֹצֵץ	Bozez	lexicon	ubs-dict
H0950	בּוּקָה	vazio	lexicon	ubs-dict
H0951	בּוֹקֵר	pastor de rebanhos	lexicon	ubs-dict
H0952	בּוּר	examinar	lexicon	ubs-dict
H0953	בּוֹר	fonte	lexicon	ubs-dict
H0954	בּוּשׁ	ter vergonha	lexicon	ubs-dict
H0955	בּוּשָׁה	vergonha	lexicon	ubs-dict
H0957	בַּז	despojo	lexicon	ubs-dict
H0958	בָּזָא	dividir	lexicon	ubs-dict
H0959	בָּזָה	desprezar	lexicon	ubs-dict
H0961	בִּזָּה	despojo	lexicon	ubs-dict
H0962	בָּזַז	saquer	lexicon	ubs-dict
H0963	בִּזָּיוֹן	desprezo	lexicon	ubs-dict
H0964	בִּזְיוֹתְיָה	Biziotiá	lexicon	ubs-dict
H0965	בָּזָק	relâmpago	lexicon	ubs-dict
H0966	בֶּזֶק	Bezeque	lexicon	ubs-dict
H0967	בָּזַר	distribuir	lexicon	ubs-dict
H0968	בִּזְתָא	Bizta	lexicon	ubs-dict
H0969	בָּחוֹן	examinador	lexicon	ubs-dict
H0970	בָּחַר	moço	lexicon	ubs-dict
H0971		torre de ataque	lexicon	ubs-dict
H0972	בָּחִיר	escolhido	lexicon	ubs-dict
H0973	בָּחַל	destestar	lexicon	ubs-dict
H0974	בָּחַן	testar	lexicon	ubs-dict
H0975	בַּחַן	guarita	lexicon	ubs-dict
H0976	בֹּחַן	prova	lexicon	ubs-dict
H0977		escolher	lexicon	ubs-dict
H0978	בַּחֲרוּמִי	baarumita	lexicon	ubs-dict
H0979	בְּחֻרוֹת	mocidade	lexicon	ubs-dict
H0980	בַּחֻרִים	Baurim	lexicon	ubs-dict
H0981	בָּטָא	falar impensadamente	lexicon	ubs-dict
H0982	בָּטַח	confiança	lexicon	ubs-dict
H0982	בָּטַח	estar confiante	lexicon	ubs-dict
H0983	בֶּטַח	confiante	lexicon	ubs-dict
H0985	בִּטְחָה	confiança	lexicon	ubs-dict
H0986	בִּטָּחוֹן	confiança	lexicon	ubs-dict
H0987	בַּטֻּחוֹת	confiança	lexicon	ubs-dict
H0988	בָּטֵל	parar de trabalhar	lexicon	ubs-dict
H0990	בֶּטֶן	barriga	lexicon	ubs-dict
H0992	בֹּטֶן	nozes de pistache	lexicon	ubs-dict
H0993	בְּטֹנִים	Betonim	lexicon	ubs-dict
H0994	בִּי	por favor	lexicon	ubs-dict
H0995	בִּין	ser inteligente	lexicon	ubs-dict
H0996	בֵּין	entre (dois ou mais lugares)	lexicon	ubs-dict
H0998	בִּינָה	entendimento	lexicon	ubs-dict
H1000	בֵּיצָה	ovo	lexicon	ubs-dict
H1002	בִּירָה	fortaleza	lexicon	ubs-dict
H1004	בַּיִת	Bete-Hagã	lexicon	ubs-dict
H1007	בֵּית אָוֶן	Bete-Áven	lexicon	ubs-dict
H1008	בֵּית־אֵל	Betel	lexicon	ubs-dict
H1009	בֵּית אַרְבֵּאל	Bete-Arbel	lexicon	ubs-dict
H1010	בֵּית בַּעַל מְעוֹן	Bete-Baal-Meom	lexicon	ubs-dict
H1010	בֵּית בַּעַל מְעוֹן	Bete-Meom	lexicon	ubs-dict
H1011	בֵּית בִּרְאִי	Bete-Biri	lexicon	ubs-dict
H1012	בֵּית בָּרָה	Bete-Bará	lexicon	ubs-dict
H1013	בֵּית־גָּדֵר	Bete-Gader	lexicon	ubs-dict
H1014	בֵּית גָּמוּל	Bete-Gamul	lexicon	ubs-dict
H1015	בֵּית דִּבְלָתַיִם	Bete-Diblataim	lexicon	ubs-dict
H1016	בֵּית־דָּגוֹן	Bete-Dagom	lexicon	ubs-dict
H1017	בֵּית הָאֱלִי	betelita	lexicon	ubs-dict
H1018	בֵּית הָאֵצֶל	Bete-Ezel	lexicon	ubs-dict
H1019		Bete-Gilgal	lexicon	ubs-dict
H1020	בֵּית הַיְשִׁימוֹת	Bete-Jesimote	lexicon	ubs-dict
H1021	בֵּית הַכֶּרֶם	Bete-Haquerém	lexicon	ubs-dict
H1022	בֵּית הַלַּחְמִי	belemita	lexicon	ubs-dict
H1024	בֵּית הַמַּרְכָּבוֹת	Bete-Marcabote	lexicon	ubs-dict
H1025	בֵּית הָעֵמֶק	Bete-Emeque	lexicon	ubs-dict
H1026	בֵּית הָעֲרָבָה	Bete-Arabá	lexicon	ubs-dict
H1027	בֵּית הָרָם	Bete-Arã	lexicon	ubs-dict
H1028	בֵּית הָרָן	Bete-Harã	lexicon	ubs-dict
H1029	בֵּית הַשִּׁטָּה	Bete-Sita	lexicon	ubs-dict
H1030	בֵּית הַשִּׁמְשִׁי	de Bete-Semes	lexicon	ubs-dict
H1031	בֵּית חׇגְלָה	Bete-Hogla	lexicon	ubs-dict
H1032	בֵּית חוֹרוֹן	Bete-Horom	lexicon	ubs-dict
H1033	בֵּית כַּר	Bete-Car	lexicon	ubs-dict
H1034	בֵּית לְבָאוֹת	Bete-Lebaote	lexicon	ubs-dict
H1035	בֵּית לֶחֶם	Belém	lexicon	ubs-dict
H1036	בֵּית לְעַפְרָה	Bete-Leafra	lexicon	ubs-dict
H1037		Bete-Milo	lexicon	ubs-dict
H1039	בֵּית נִמְרָה	Bete-Ninra	lexicon	ubs-dict
H1040		Bete-Éden	lexicon	ubs-dict
H1041	בֵּית עַזְמָוֶת	Bete-Azmavete	lexicon	ubs-dict
H1042	בֵּית עֲנוֹת	Bete-Anote	lexicon	ubs-dict
H1043	בֵּית עֲנָת	Bete-Anate	lexicon	ubs-dict
H1044	בֵּית עֵקֶד	Bete-Equede	lexicon	ubs-dict
H1046	בֵּית פֶּלֶט	Bete-Palete	lexicon	ubs-dict
H1047	בֵּית פְּעוֹר	Bete-Peor	lexicon	ubs-dict
H1048	בֵּית פַּצֵּץ	Bete-Pasês	lexicon	ubs-dict
H1049	בֵּית צוּר	Bete-Zur	lexicon	ubs-dict
H1050	בֵּית רְחוֹב	Bete-Reobe	lexicon	ubs-dict
H1051	בֵּית רָפָא	Bete-Rafa	lexicon	ubs-dict
H1052	בֵּית שְׁאָן	Bete-Seã	lexicon	ubs-dict
H1053	בֵּית שֶׁמֶשׁ	Bete-Semes	lexicon	ubs-dict
H1054	בֵּית תַּפּוּחַ	Bete-Tapua	lexicon	ubs-dict
H1055	בִּיתָן	palácio	lexicon	ubs-dict
H1056	בָּכָא	balsameira	lexicon	ubs-dict
H1058	בָּכָה	chorar	lexicon	ubs-dict
H1059	בֶּכֶה	chorar	lexicon	ubs-dict
H1060	בְּכוֹר	primogênito	lexicon	ubs-dict
H1061	בִּכּוּר	primeiros frutos	lexicon	ubs-dict
H1062	בְּכוֹרָה	direito de primogenitura	lexicon	ubs-dict
H1063	בִּכּוּרָה	figo novo	lexicon	ubs-dict
H1064	בְּכוֹרַת	Becorate	lexicon	ubs-dict
H1065	בְּכִי	chorar	lexicon	ubs-dict
H1065	בְּכִי	vertente	lexicon	ubs-dict
H1066	בֹּכִים	Boquim	lexicon	ubs-dict
H1067	בְּכִירָה	primogênito	lexicon	ubs-dict
H1068	בְּכִית	período do luto	lexicon	ubs-dict
H1069	בָּכַר	dar frutos novos	lexicon	ubs-dict
